client_id	audio_id	audio_file	duration_ms	prompt_id	prompt	transcription	votes	age	gender	accents	variant	language	prompt_upvotes	prompt_reports	is_edited	split	char_per_sec	quality_tags
3b782fa395459a50d498b04c3ed93093	47	spontaneous-speech-en-47.mp3	22032	221	How do banks keep your money safe?	<disfluency> they use security protocols like making sure that <disfluency> I know what my last few transactions were or that I remember passwords or secret answers; <disfluency> my current bank sometimes scans my face through my phone <disfluency> in order to make sure that I am who I say I am	1	thirties	non-binary			English	0	0	1	train	11.120188816267248	
3b782fa395459a50d498b04c3ed93093	49	spontaneous-speech-en-49.mp3	19008	137	What advice would you give a friend who is away from home and missing their family?	I would tell them to actually try and spend as little time as possible communicating with their family <disfluency> and try and go cold turkey [um] and really focus on <disfluency> immersing themselves in the place where they are, finding new friends, new activities.	1	thirties	non-binary			English	0	0	1	train	11.784511784511785	
aa0de57bac6ce4f7891c85fd7f4f28fa	115	spontaneous-speech-en-115.mp3	3780	210	What kinds of places does your mobile have bad reception or service	Usually in the mountains or the woods.	1					English	0	0	0	dev	8.465608465608465	
25d1435d078e2b49657afb847e9c87e3	117	spontaneous-speech-en-117.mp3	2268	138	When you were a child what did you want to be when you grow up?	I wanted to be my own boss	1					English	0	0	0	test	8.818342151675484	
25d1435d078e2b49657afb847e9c87e3	119	spontaneous-speech-en-119.mp3	10476	157	In your culture, who takes care of people who are dying?	[noise] Mostly [um] family and then [um] funeral service.	1					English	0	0	1	test	4.677357770141275	
25d1435d078e2b49657afb847e9c87e3	120	spontaneous-speech-en-120.mp3	5760	132	What seasons or weather variations do you have in your country?	Depends but usually four seasons.	1					English	0	0	0	test	5.034722222222222	
25d1435d078e2b49657afb847e9c87e3	121	spontaneous-speech-en-121.mp3	3780	229	Who is your favourite musician, singer, or songwriter?	I Chopin, really good classical music	1					English	0	0	0	test	8.465608465608465	
344cd7b3f46503a43c5da437ee031ce4	124	spontaneous-speech-en-124.mp3	38520	169	How do people vote in your country?	Um in my, <noise> <disfluency> let me show you first and then I will talk about that so so I might say something like every four years, everyone in the country above the age of eighteen can vote they can either vote by post or they will turn up to their to their constituent polling station and then they vote there <disfluency> and then at the end at the end everyone votes they count the votes and it first passes the <unclear> and then the <unclear> the king will invite the the winning politicians party to form a government and you can see I have now spoken for thirty-five seconds so and okay fine	1					English	0	0	0	test	12.720664589823468	
344cd7b3f46503a43c5da437ee031ce4	125	spontaneous-speech-en-125.mp3	26028	145	What is your ideal party or celebration?	[um] my ideal party or celebration is a very quiet one with very few people, only my best friends and my family, and I want lots of things to eat and preferably [um] I have the things to eat that are Malaysian food or Chinese food also can. I don't really like sweet things, so I don't need cake. And then maybe after that we play some board games together, and then maybe we go and watch a [unclear] we watch a film. Now I've spoken for twenty-four seconds.	1					English	0	0	0	test	14.215460273551559	
851a915d9143a0a0a20344fc13d674ea	127	spontaneous-speech-en-127.mp3	36000	146	Does your family tell stories about their history?	<disfluency> well, so my family sometimes tells stories about the history maybe in particular <disfluency> my my mother's side <unclear> likes to tell stories about the history, especially during <disfluency> for example Chinese New Year or during someone's birthday or during an anniversary of my grandparent's death or <disfluency> something is coming up <disfluency> in the next few months, in the next few in the next few days <disfluency> which is a <unclear> festival so we might visit the the ancestor's tombs and that's a good place to tell stories and then we tell stories and also we will enjoy some snacks together <unclear> oh my goodness I talk too much already	1					English	0	0	0	train	15.63888888888889	
851a915d9143a0a0a20344fc13d674ea	467	spontaneous-speech-en-467.mp3	29160	230	What games do children play in your community?		0					English	0	0	0			
21218e48e939d50b9bd180c68c5e15bc	545	spontaneous-speech-en-545.mp3	13248	159	What health concerns are pressing in your country?	We worry a lot about childhood obesity because it is on the rise in the UK because children are not getting enough exercise and they are eating lots of sugar and fast food	1					English	0	0	0	test	10.492149758454106	
21218e48e939d50b9bd180c68c5e15bc	553	spontaneous-speech-en-553.mp3	12960	206	In what ways do you think technology could be better integrated into education?	I think we could have more ipads in classrooms so that children from a younger age could get used to clicking on things, swiping things, and using a screen for their education.	1					English	0	0	0	test	11.18827160493827	
66a9c834fdd45fe172084eec0ff41c01	1917	spontaneous-speech-en-1917.mp3	21600	198	Do people of different ages use technology differently?	I think that younger people use technology more I see my children trying to find out answers to questions online where I would previously have consulted a book <disfluency> they also seem to want to stay in touch with their friends more through intermediaries like pictures and videos rather than talking to them directly where as my mom still calls me all the time.	1					English	0	0	0	train	14.027777777777777	
5efffd79ee6208229036f4ecaa306075	2069	spontaneous-speech-en-2069.mp3	16200	144	What wishes do you have for your children?	I hope that my children grow up healthy that they appreciate all the ways in which they are lucky <disfluency> and that they live lives that are full of joy.  I also really hope that they take what they have been given seriously and work very hard.	1	thirties	female_feminine			English	0	0	0	train	12.407407407407408	
20152c30a379df916efaba7456121ea3	4157	spontaneous-speech-en-4157.mp3	14472	162	Where is your ideal vacation or trip?	My ideal vacation is to Malaysia because it is very warm here every day. So i can go swimming with my children. And I really like the food which is much better than English food which is all made of potatoes.	1					English	0	0	0	test	11.608623548922056	
d40c0f573a4b4dfbf9fd376fe66ba21b	4167	spontaneous-speech-en-4167.mp3	17748	127	What is the biggest insect where you come from?	Only ask once. Uh, the biggest insect where I come from in the United Kingdom, I don't really know, I think maybe it's something like a Grasshopper. I can't think of anything bigger. Hmm... now I'm trying to decide whether a Butterfly is an insect or not. Yeah, I'm not really sure.	1					English	0	0	0	train	13.015551048005408	
d40c0f573a4b4dfbf9fd376fe66ba21b	4169	spontaneous-speech-en-4169.mp3	17964	155	What traditional medicines exist in your culture?	We in the west have now become more interested in using other people's traditional medicines. I'm sure there were traditional medicines once upon a time in England but I don't know what they. Now there is a big boom for traditional Chinese medicine, you can see it being advertised on Facebook.	1					English	0	0	0	train	13.582720997550657	
678a46b3396fb8cb4aaa8c2fe742d3ba	4354	spontaneous-speech-en-4354.mp3	18648	135	Has the weather changed in your country over the last 10 years?	"Yes, the weather has changed in my country over the past ten years. Specifically, it seems to have gotten hotter and, uh, tornadoes have run rampant in what they call the ""Tornado Belt""."	1	thirties	male_masculine			English	0	0	0	dev	8.258258258258259	
678a46b3396fb8cb4aaa8c2fe742d3ba	4355	spontaneous-speech-en-4355.mp3	16560	141	What is your biggest hope for the future?	The biggest hope for the future is that the world will focus more on climate change and protecting the environment.	1	thirties	male_masculine			English	0	0	0	dev	5.797101449275363	
14903f0035b55af10d8b76692ba5d321	5670	spontaneous-speech-en-5670.mp3	18252	205	What technological advancements do you think would improve your quality of life?	I think that the kinds of tech that would make our lives better are any technology that helps us to live longer and be healthier, so for example maybe if my watch could tell me to stop eating so much sugar I would be much happier.	2					English	0	0	1	test	10.135875520490906	
14903f0035b55af10d8b76692ba5d321	5675	spontaneous-speech-en-5675.mp3	11052	187	What kind of art do you like?	I like superrealist art for example, I like any art that can look like something I couldn't paint for myself; I don't really like abstract modern art.	1					English	0	0	1	test	11.219688744118711	
9880ed4bf704d8e071253e6fd201779f	5730	spontaneous-speech-en-5730.mp3	19836	163	What colours do you like?		0	thirties	female_feminine			English	0	0	0			
9880ed4bf704d8e071253e6fd201779f	5747	spontaneous-speech-en-5747.mp3	16812	122	What types of plants do you see most often?	At the moment in my garden, I'm growing vegetables. I have a vegetable patch with carrots and cabbages. I'm also growing sun- chilis, yes growing chilis for my husband. I'm also growing some sunflowers for my children because they really like the big yellow petals.	1	thirties	female_feminine			English	0	0	0	test	13.145372353081132	
4edaa220f83b835e99564c23bae8095b	6815	spontaneous-speech-en-6815.mp3	6516	124	Describe the last animal you saw.	Yesterday I saw a Bengal cat while walking home. 	1					English	0	0	0	test	6.138735420503377	
4edaa220f83b835e99564c23bae8095b	6816	spontaneous-speech-en-6816.mp3	13788	159	What health concerns are pressing in your country?	Current health concerns in my country are heart disease, diabetes, em, and, eh, addiction.	1					English	0	0	0	test	5.584566289527125	
4edaa220f83b835e99564c23bae8095b	6819	spontaneous-speech-en-6819.mp3	25812	138	When you were a child what did you want to be when you grow up?	I was asked what I wanted to be when I grew up. I told mostly my teachers who asked that question that I wanted to be my own boss. Unfortunately they laughed at me and were expecting answers like a firefighter or a salesperson or a construction worker. But I uh always said I wanted to be my own boss which I find funny to this day because I can see why they laughed.	1					English	0	0	0	test	11.390051139005113	
4edaa220f83b835e99564c23bae8095b	6821	spontaneous-speech-en-6821.mp3	6228	197	How often do you use a mobile phone?	I use my mobile phone everyday for both work and personal reasons	1					English	0	0	0	test	8.670520231213873	
e2bfda5fe33d9c72aad73ba7b1cd5dba	6822	spontaneous-speech-en-6822.mp3	15012	203	Do you drive any vehicles?	I drive an SUV, which is a four-by-four car, I in the UK I believe I can drive larger vehicles as well without needing to take an additional test.	1					English	0	0	1	train	7.860378363975486	
81d64edb7df3bfb27007e4d752266039	6823	spontaneous-speech-en-6823.mp3	17856	152	How do you take care of your body and health?	<disfluency> I take care of my body and health by eating lots of vegetables not eating too much meat, not <disfluency> many sweet things, I don't drink too many sweet drinks, and <disfluency> I exercise as much as possible and that mostly means carrying my baby around everywhere because he is very heavy.	1					English	0	0	1	train	14.16890681003584	
cec36a169af48b14e81bdba2b8ca7dd1	8052	spontaneous-speech-en-8052.mp3	19764	202	Tell me about the time you got your first phone.	I think I got my first phone when I was thirteen or fourteen years old. I know that these days kids get them even younger, maybe even when they are ten.  It was not a smart phone.  It was a Nokia three three one o It was very heavy <disfluency> we used to say that it's like a brick. I mostly used it to call my parents and to play snake on it.	1					English	0	0	1	dev	13.66120218579235	
7d1fdfc85a38a4ea03ea03f85f4710ac	8082	spontaneous-speech-en-8082.mp3	15120	167	How did you learn the languages that you speak?	I learnt English because my family is English.  I learnt a bit of Chinese because my husband is Chinese. I use apps most times but now, I have a Mandarin tutor.	1					English	0	0	1	train	8.531746031746032	
7d1fdfc85a38a4ea03ea03f85f4710ac	8087	spontaneous-speech-en-8087.mp3	20520	192	Describe a creative activity or project that you've ever worked on	My favorite creative project that I've ever worked on <am> was when I started my Ph.D., which doesn't sound very creative because it is in informatics but actually it is really fun because I get to think about questions I would like to ask younger people and children which my work doesn't allow	1					English	0	0	1	train	11.842105263157896	
049233d1ff79439b832f9ef80e7272ab	18389	spontaneous-speech-en-18389.mp3	3708	189	Do you play any musical instruments?	Yes I play the didgeridoo. 	1	thirties	male_masculine			English	0	0	0	test	5.93311758360302	
4dd5ab434be5238fd516b4bb00f870c7	18390	spontaneous-speech-en-18390.mp3	8820	183	What kinds of sports or exercise do you like?	I like almost no sports or exercise but uh yoga, swimming, ah, and walking or hiking	1					English	0	1	0	train	7.82312925170068	
98fb3048a272ea01f6684539267b4105	19966	spontaneous-speech-en-19966.mp3	53820	205	What technological advancements do you think would improve your quality of life?		0	thirties	male_masculine			English	0	0	0			
98fb3048a272ea01f6684539267b4105	19967	spontaneous-speech-en-19967.mp3	61956	223	What are the main reasons people in your community move to other places?		0	thirties	male_masculine			English	0	0	0			
a9fd17921ce5aea9c300189e7b4373d8	20204	spontaneous-speech-en-20204.mp3	17388	153	How do you relax and keep your mind healthy?	<disfluency> I have two children under the age of five so I do almost nothing to relax at all <disfluency> but the thing that I try and do is I try and read a book sometime before bed to help me go to sleep <disfluency> and I always feel better if I manage to get a walk in during the day	1					English	0	0	0	train	13.112491373360937	
a9fd17921ce5aea9c300189e7b4373d8	20205	spontaneous-speech-en-20205.mp3	16164	196	What do you use technology for most often?	I use a laptop for work everyday, uh, so, I sit at my desk for about eight hours a day using a laptop. I always have a smartphone, which I use mostly to contact my friends and family, WhatsApp and stuff. I don't have social media anymore, and I use Google Translate a lot.	1					English	0	0	0	train	13.548626577579805	
5774e3cb76e3ad4370fba8ad982324c8	20215	spontaneous-speech-en-20215.mp3	26136	211	Does your family have a strict budget?	A strict budget for a family--I don't have <unclear> strict budget for a family, we just spend what is necessary and <disfluency> we don't overspend, we don't spend <unclear>  just buy what are needed	1	seventies	male_masculine			English	0	0	1	test	6.351392715029079	
5774e3cb76e3ad4370fba8ad982324c8	20216	spontaneous-speech-en-20216.mp3	13788	237	Who is a famous historical figure or legend from your country?	Tunku Abdul Rahman the first prime minister of Malaysia. Yeah, he's a good man	1	seventies	male_masculine			English	0	0	1	test	4.714244270380041	
5774e3cb76e3ad4370fba8ad982324c8	20217	spontaneous-speech-en-20217.mp3	54288	193	How do you feel about participating in team sports versus individual sports?		0	seventies	male_masculine			English	0	0	0			
5774e3cb76e3ad4370fba8ad982324c8	20218	spontaneous-speech-en-20218.mp3	40536	175	Is there a piece of homework you remember struggling with?		0	seventies	male_masculine			English	0	0	0			
5774e3cb76e3ad4370fba8ad982324c8	20219	spontaneous-speech-en-20219.mp3	38520	227	Describe your favourite movie, TV show, or play?	I don't have any favorite <unclear> movie, TV shows or play ... but <disfluency> when I switch on TV I prefer to watch <disfluency> documentary films, or <disfluency> series on traveling, travel <disfluency> places, something like <unclear>	1	seventies	male_masculine			English	0	0	1	test	5.295950155763239	
5774e3cb76e3ad4370fba8ad982324c8	20221	spontaneous-speech-en-20221.mp3	16740	210	What kinds of places does your mobile have bad reception or service		0	seventies	male_masculine			English	0	0	0			
5774e3cb76e3ad4370fba8ad982324c8	20222	spontaneous-speech-en-20222.mp3	39600	206	In what ways do you think technology could be better integrated into education?		0	seventies	male_masculine			English	0	0	0			
5774e3cb76e3ad4370fba8ad982324c8	20223	spontaneous-speech-en-20223.mp3	10368	135	Has the weather changed in your country over the last 10 years?	Yeah, it is it is getting hotter... in my country.	1	seventies	male_masculine			English	0	0	0	test	3.954475308641975	
5774e3cb76e3ad4370fba8ad982324c8	20224	spontaneous-speech-en-20224.mp3	10260	229	Who is your favourite musician, singer, or songwriter?	No I don't have any particular or favourite <unclear> singers or songwriter 	1	seventies	male_masculine			English	0	0	1	test	6.237816764132554	
5774e3cb76e3ad4370fba8ad982324c8	20225	spontaneous-speech-en-20225.mp3	59760	144	What wishes do you have for your children?		0	seventies	male_masculine			English	0	0	0			
5774e3cb76e3ad4370fba8ad982324c8	20227	spontaneous-speech-en-20227.mp3	24876	207	What are your thoughts on the benefits and risks of using technology?	New technologies is a double s- side- sword. It will benefit a mankind but if you use it wrongly, that would be terrible. That would harm the mankind.	1	seventies	male_masculine			English	0	0	0	test	4.944524843222383	
5774e3cb76e3ad4370fba8ad982324c8	20228	spontaneous-speech-en-20228.mp3	11808	131	What are the clouds like where you live?	It is blue sky white cloud in a tropical country like malaysia..	1	seventies	male_masculine			English	0	0	0	test	4.488482384823849	
5774e3cb76e3ad4370fba8ad982324c8	20229	spontaneous-speech-en-20229.mp3	9540	160	Who do you ask if you have a question about an ailment?	Yeah, I'll go and see a doctor if I have an ailment.	1	seventies	male_masculine			English	0	0	1	test	4.297693920335429	
5774e3cb76e3ad4370fba8ad982324c8	20232	spontaneous-speech-en-20232.mp3	12420	199	What do you wish you could use technology for?	I wish I could use technology to improve our life.	1	seventies	male_masculine			English	0	0	0	test	3.3011272141706924	
5774e3cb76e3ad4370fba8ad982324c8	20233	spontaneous-speech-en-20233.mp3	28548	218	How effective are the social support systems provided by your government?	shhh social support provided by the Malaysian government ugh is there but not adequate. Umm So appear to be silos in the society. It It is still and not adequate.	1	seventies	male_masculine			English	0	0	0	test	4.658820232590724	
5774e3cb76e3ad4370fba8ad982324c8	20235	spontaneous-speech-en-20235.mp3	37908	138	When you were a child what did you want to be when you grow up?	When I were a child, I was not much exposed. I only wish to be able to be grown up and able to do a job, to earn some money, to help my mom, to relieve my mom from the hard work. And to improve my, the financial condition of my family.	1	seventies	male_masculine			English	0	0	0	test	4.853856705708558	
5774e3cb76e3ad4370fba8ad982324c8	20237	spontaneous-speech-en-20237.mp3	35028	216	What kinds of businesses do you wish your community had more of?	<silence> the place where I came from currently <disfluency> they are focusing on the <disfluency> oil palm plantation <disfluency> which they could get <disfluency> more out of the <disfluency> oil palm	1	seventies	male_masculine			English	0	0	1	test	4.938906018042709	
5774e3cb76e3ad4370fba8ad982324c8	20238	spontaneous-speech-en-20238.mp3	14940	146	Does your family tell stories about their history?	<noise> unfortunately my family <silence> don't tell much about the history or history	1	seventies	male_masculine			English	0	0	1	test	4.953145917001339	
5774e3cb76e3ad4370fba8ad982324c8	20240	spontaneous-speech-en-20240.mp3	26460	223	What are the main reasons people in your community move to other places?		0	seventies	male_masculine			English	0	0	0			
5774e3cb76e3ad4370fba8ad982324c8	20241	spontaneous-speech-en-20241.mp3	23436	133	Describe any plants you have grown or harvested	yeah, I like <disfluency> to plant some vegetables, I did plant veggie <disfluency> plants like okra, <disfluency> long beans and sweet potatoes, et cetera	1	seventies	male_masculine			English	0	0	1	test	5.6323604710701485	
5774e3cb76e3ad4370fba8ad982324c8	20242	spontaneous-speech-en-20242.mp3	16200	201	What do you think AI is?		0	seventies	male_masculine			English	0	0	0			
5774e3cb76e3ad4370fba8ad982324c8	20243	spontaneous-speech-en-20243.mp3	65520	217	What challenges do entrepreneurs face when starting a business in your region?	It is the...buying power, the local buying power...uuhhh...that...uh, er, whichever in pr— in the pronur...proper shop, proper, business, you need ehhhm...the volume. And, uuhhh, what we are facing, the problem here in the local community is...eeh, people incomes pretty small so the ability to spend is rather limit, and that affect the uum...the, uhh, the business; wherever you open another business, uuhhh, facing the umm, buying power of the community.	1	seventies	male_masculine			English	0	0	1	test	5.921855921855922	
5774e3cb76e3ad4370fba8ad982324c8	20245	spontaneous-speech-en-20245.mp3	25740	232	What is a popular local children's book or story?		0	seventies	male_masculine			English	0	0	0			
5774e3cb76e3ad4370fba8ad982324c8	20247	spontaneous-speech-en-20247.mp3	14040	202	Tell me about the time you got your first phone.	Tell me about a time where you got your first phone oh yeah that was a long time ago. Mm, I can't recall now.	1	seventies	male_masculine			English	0	0	0	test	6.125356125356125	
5774e3cb76e3ad4370fba8ad982324c8	20248	spontaneous-speech-en-20248.mp3	10476	197	How often do you use a mobile phone?	I use my phone, my mobile phone very frequently	1	seventies	male_masculine			English	0	0	0	test	3.7227949599083616	
5774e3cb76e3ad4370fba8ad982324c8	20251	spontaneous-speech-en-20251.mp3	16776	164	Describe some foods that are healthy and nourishing 	vegetables are healthy  good meat and fish  they are healthy and nourishing as well	1	seventies	male_masculine			English	0	0	0	test	4.0534096328087745	
5774e3cb76e3ad4370fba8ad982324c8	20252	spontaneous-speech-en-20252.mp3	8460	141	What is your biggest hope for the future?	Because hope for the future, peace and harmony.	1	seventies	male_masculine			English	0	0	0	test	4.7281323877068555	
5774e3cb76e3ad4370fba8ad982324c8	20253	spontaneous-speech-en-20253.mp3	5220	169	How do people vote in your country?	It is one man, one vote, in Malaysia	1	seventies	male_masculine			English	0	0	0	test	5.555555555555556	
5774e3cb76e3ad4370fba8ad982324c8	20254	spontaneous-speech-en-20254.mp3	7776	163	What colours do you like?	Red it is my favourite colour. 	1	seventies	male_masculine			English	0	0	1	test	3.2150205761316872	
5774e3cb76e3ad4370fba8ad982324c8	20255	spontaneous-speech-en-20255.mp3	17748	142	What are you proud of?		0	seventies	male_masculine			English	0	0	0			
5774e3cb76e3ad4370fba8ad982324c8	20256	spontaneous-speech-en-20256.mp3	13968	171	How can schools and parents help each other educate children?	Schools and parents...have to cooperate with each other...in the division of children.	1	seventies	male_masculine			English	0	0	0	test	5.369415807560137	
5774e3cb76e3ad4370fba8ad982324c8	20257	spontaneous-speech-en-20257.mp3	16776	165	Describe some foods that are unhealthy or should only be had sometimes 		0	seventies	male_masculine			English	0	0	0			
5774e3cb76e3ad4370fba8ad982324c8	20259	spontaneous-speech-en-20259.mp3	12888	184	How do you feel about swimming? Why?	Chewing is a healthy sport. Chewing is good for those who have problems with joint pains.	1	seventies	male_masculine			English	0	0	0	test	5.741775294847921	
5774e3cb76e3ad4370fba8ad982324c8	20262	spontaneous-speech-en-20262.mp3	17496	231	Describe a visit to a cinema in your country	<noise> <unclear> it was a long long time ago but it was <unclear> experience	1	seventies	male_masculine			English	0	0	0	test	3.6579789666209424	
5774e3cb76e3ad4370fba8ad982324c8	20264	spontaneous-speech-en-20264.mp3	8388	189	Do you play any musical instruments?	No, I don't play any musical instrument.	1	seventies	male_masculine			English	0	0	0	test	4.0534096328087745	
5774e3cb76e3ad4370fba8ad982324c8	20265	spontaneous-speech-en-20265.mp3	11808	176	Describe a historical event you learned about in school	World War One, World War Two. We learn it in school.	1	seventies	male_masculine			English	0	0	0	test	3.5569105691056913	
5774e3cb76e3ad4370fba8ad982324c8	20266	spontaneous-speech-en-20266.mp3	14508	174	What do you think of school tests for young children?		0	seventies	male_masculine			English	0	0	0			
5774e3cb76e3ad4370fba8ad982324c8	20267	spontaneous-speech-en-20267.mp3	5580	121	What do you want to do with your next day off?	Next day off, I'ma go traveling.	1	seventies	male_masculine			English	0	0	0	test	4.838709677419355	
5774e3cb76e3ad4370fba8ad982324c8	20268	spontaneous-speech-en-20268.mp3	7668	185	How do you feel about long walks? Why?	<noise> I would love to have long walks	1	seventies	male_masculine			English	0	0	0	test	4.173187271778821	
5774e3cb76e3ad4370fba8ad982324c8	20269	spontaneous-speech-en-20269.mp3	16380	170	What are the schools like in your area?	repeating and repeating and repeating learning a bad language.	1	seventies	male_masculine			English	0	0	0	test	3.296703296703297	
5774e3cb76e3ad4370fba8ad982324c8	20271	spontaneous-speech-en-20271.mp3	8928	125	What kinds of pets are common in your community?	cats <unclear> pets in Malaysia	1	seventies	male_masculine			English	0	0	0	test	3.0241935483870965	
5774e3cb76e3ad4370fba8ad982324c8	20272	spontaneous-speech-en-20272.mp3	9216	154	Why is it impportant to wash your hands regularly?	Washing hands kills off germ.	1	seventies	male_masculine			English	0	0	0	test	2.7126736111111107	transcription-length
25b0b64ce76405a6ac8a440623d3ed30	20286	spontaneous-speech-en-20286.mp3	4680	163	What colours do you like?	I like all colors.	1					English	0	0	0	train	3.2051282051282053	
914deb913248dc22f751a5cdecc875ba	20295	spontaneous-speech-en-20295.mp3	4608	172	Do schools in your country support multiple languages?	Yes but really in name only.	1	fourties	male_masculine			English	0	0	0	test	4.991319444444444	
cda33bc77c035a39a4aa7c0849035fb4	20296	spontaneous-speech-en-20296.mp3	14040	167	How did you learn the languages that you speak?	And uh I learned the languages I speak basically by living in the places. Um, I'm not a very good language learner, uh but um when you're uh put in the middle of it you err find a way.	1					English	0	0	0	train	10.398860398860398	
