client_id	audio_id	audio_file	duration_ms	prompt_id	prompt	reason	comment	language
5774e3cb76e3ad4370fba8ad982324c8	20244	spontaneous-speech-en-20244.mp3	27180	128	Do you know any names for the stars and constellations?	different_language	different language	English
94130ea17023c4837f0dcdda95034b65	9	spontaneous-speech-en-9.mp3	3852	133	Describe any plants you have grown or harvested	different_language	different language	English
f6690909f1cc0d16428470dfa65445b7	18418	spontaneous-speech-en-18418.mp3	6408	227	Describe your favourite movie, TV show, or play?	different_language	different language	English
4edaa220f83b835e99564c23bae8095b	6817	spontaneous-speech-en-6817.mp3	12384	123	What is the climate like where you live?	different_language	different language 	English
0713c98ef01495f851d7963b1cf9032a	20336	spontaneous-speech-en-20336.mp3	2916	137	What advice would you give a friend who is away from home and missing their family?	different_language	different language	English
6504d56b742b6ca68180e542739c85ea	4493	spontaneous-speech-en-4493.mp3	23688	139	What job would you most like to have and why?	different_language	different language	English
7e3a2561ce1fa89301ebd08fca6e9229	21983	spontaneous-speech-en-21983.mp3	46008	151	Describe how to cook or prepare your favourite meal.	different_language	different language	English
25d1435d078e2b49657afb847e9c87e3	118	spontaneous-speech-en-118.mp3	5580	136	What advice would you give a friend who is nervous about something?	different_language	its a different language	English
851a915d9143a0a0a20344fc13d674ea	138	spontaneous-speech-en-138.mp3	30060	196	What do you use technology for most often?	different_language	thi is in English	English
5774e3cb76e3ad4370fba8ad982324c8	20239	spontaneous-speech-en-20239.mp3	15048	234	What local artist or craftsperson do you admire?	different_language	language different	English
5774e3cb76e3ad4370fba8ad982324c8	20231	spontaneous-speech-en-20231.mp3	52056	137	What advice would you give a friend who is away from home and missing their family?	different_language	it is English	English
a9fd17921ce5aea9c300189e7b4373d8	20206	spontaneous-speech-en-20206.mp3	13716	171	How can schools and parents help each other educate children?	different_language	English language	English
7360a3ac39014a33606ad15805705e0f	24974	spontaneous-speech-en-24974.mp3	12528	153	How do you relax and keep your mind healthy?	different_language	different language	English
5774e3cb76e3ad4370fba8ad982324c8	20263	spontaneous-speech-en-20263.mp3	4860	186	Do you prefer to be indoors or outdoors? Why?	different_language	a different language	English
6504d56b742b6ca68180e542739c85ea	4607	spontaneous-speech-en-4607.mp3	16704	234	What local artist or craftsperson do you admire?	different_language	a different language	English
5774e3cb76e3ad4370fba8ad982324c8	20230	spontaneous-speech-en-20230.mp3	33048	225	Describe how people pay for things in your society, for example with trade, cash, card or mobile phone?	different_language	this is English language	English
4edaa220f83b835e99564c23bae8095b	6818	spontaneous-speech-en-6818.mp3	2520	203	Do you drive any vehicles?	different_language	its in English language	English
5774e3cb76e3ad4370fba8ad982324c8	20226	spontaneous-speech-en-20226.mp3	10908	203	Do you drive any vehicles?	different_language	language different	English
7e3a2561ce1fa89301ebd08fca6e9229	27033	spontaneous-speech-en-27033.mp3	22428	155	What traditional medicines exist in your culture?	different_language	English language	English
caaa08af29cda5da5afd916f2805a921	28985	spontaneous-speech-en-28985.mp3	12168	121	What do you want to do with your next day off?	different_language	a differen language	English
d1242ec456e1f92673c00e968d7e40ae	28746	spontaneous-speech-en-28746.mp3	6300	235	What is a well-known story in your culture that you like?	other	its too short	English
caaa08af29cda5da5afd916f2805a921	28885	spontaneous-speech-en-28885.mp3	6120	130	Why do you think the sky is blue?	different_language	a different language	English
caaa08af29cda5da5afd916f2805a921	28916	spontaneous-speech-en-28916.mp3	8568	129	Describe a visit to an ocean, lake or river.	different_language	a different language	English
caaa08af29cda5da5afd916f2805a921	28906	spontaneous-speech-en-28906.mp3	14940	195	Describe a board game, video games or card game that you've played	different_language	different language	English
d1242ec456e1f92673c00e968d7e40ae	28422	spontaneous-speech-en-28422.mp3	16200	234	What local artist or craftsperson do you admire?	other	mixed language	English
caaa08af29cda5da5afd916f2805a921	28967	spontaneous-speech-en-28967.mp3	10836	157	In your culture, who takes care of people who are dying?	different_language	a different language	English
caaa08af29cda5da5afd916f2805a921	28883	spontaneous-speech-en-28883.mp3	17280	159	What health concerns are pressing in your country?	different_language	different language	English
4dcae38ee11d3a6606cc6cd636a3628b	58	spontaneous-speech-en-58.mp3	5436	127	What is the biggest insect where you come from?	different_language	different language	English
20152c30a379df916efaba7456121ea3	4156	spontaneous-speech-en-4156.mp3	14184	215	How can society help people in need?	different_language	English language	English
6504d56b742b6ca68180e542739c85ea	4615	spontaneous-speech-en-4615.mp3	34920	150	Is there a place that is sacred or special to your or your family?	different_language	different language	English
caaa08af29cda5da5afd916f2805a921	28939	spontaneous-speech-en-28939.mp3	8820	234	What local artist or craftsperson do you admire?	different_language	another language	English
d1242ec456e1f92673c00e968d7e40ae	28747	spontaneous-speech-en-28747.mp3	3348	126	What kinds of plants or flowers have you seen this week?	other	too short	English
caaa08af29cda5da5afd916f2805a921	28952	spontaneous-speech-en-28952.mp3	6300	197	How often do you use a mobile phone?	different_language	a different language	English
d1242ec456e1f92673c00e968d7e40ae	28683	spontaneous-speech-en-28683.mp3	4068	142	What are you proud of?	other	this is too short	English
caaa08af29cda5da5afd916f2805a921	28972	spontaneous-speech-en-28972.mp3	17676	185	How do you feel about long walks? Why?	different_language	different language	English
5774e3cb76e3ad4370fba8ad982324c8	20260	spontaneous-speech-en-20260.mp3	21240	209	How do you top up, add credit or pay for your mobile phone	different_language	a different language	English
d1242ec456e1f92673c00e968d7e40ae	28698	spontaneous-speech-en-28698.mp3	4680	134	What do you think about climate change?	other	it is too short	English
caaa08af29cda5da5afd916f2805a921	28936	spontaneous-speech-en-28936.mp3	14508	224	How have payments changed in your country over the last five years	different_language	different language	English
5774e3cb76e3ad4370fba8ad982324c8	20261	spontaneous-speech-en-20261.mp3	12636	222	What types of public services do you think are most important for a community?	different_language	Not expected language	English
caaa08af29cda5da5afd916f2805a921	28974	spontaneous-speech-en-28974.mp3	8028	146	Does your family tell stories about their history?	different_language	Not expected language	English
ce26a60c6cc4728830c115ccc98aaaa7	29239	spontaneous-speech-en-29239.mp3	2556	211	Does your family have a strict budget?	other	too short	English
5774e3cb76e3ad4370fba8ad982324c8	20246	spontaneous-speech-en-20246.mp3	57996	215	How can society help people in need?	different_language	English language	English
caaa08af29cda5da5afd916f2805a921	28951	spontaneous-speech-en-28951.mp3	11268	172	Do schools in your country support multiple languages?	different_language	different language	English
5774e3cb76e3ad4370fba8ad982324c8	20270	spontaneous-speech-en-20270.mp3	18720	136	What advice would you give a friend who is nervous about something?	different_language	different language	English
caaa08af29cda5da5afd916f2805a921	28925	spontaneous-speech-en-28925.mp3	6336	145	What is your ideal party or celebration?	different_language	another language	English
5774e3cb76e3ad4370fba8ad982324c8	20249	spontaneous-speech-en-20249.mp3	30996	213	Is it easy to start a business in your country?	different_language	English language	English
caaa08af29cda5da5afd916f2805a921	28928	spontaneous-speech-en-28928.mp3	8388	150	Is there a place that is sacred or special to your or your family?	different_language	a different language	English
d1242ec456e1f92673c00e968d7e40ae	28739	spontaneous-speech-en-28739.mp3	3168	174	What do you think of school tests for young children?	other	its too short	English
4edaa220f83b835e99564c23bae8095b	6820	spontaneous-speech-en-6820.mp3	26208	145	What is your ideal party or celebration?	different_language	English language	English
1f539471127c904e22309f6fa599e98f	26	spontaneous-speech-en-26.mp3	6372	208	How do you think AI can be used in everyday life?	different_language	adifferent language	English
5774e3cb76e3ad4370fba8ad982324c8	20234	spontaneous-speech-en-20234.mp3	34380	157	In your culture, who takes care of people who are dying?	different_language	English language	English
1f539471127c904e22309f6fa599e98f	24	spontaneous-speech-en-24.mp3	6876	177	How would you go about finding a lawyer in your country?	different_language	English language	English
5774e3cb76e3ad4370fba8ad982324c8	20236	spontaneous-speech-en-20236.mp3	28476	194	Describe a creative, beautiful or decorative object that you own	different_language	language not expected	English
caaa08af29cda5da5afd916f2805a921	28901	spontaneous-speech-en-28901.mp3	2736	175	Is there a piece of homework you remember struggling with?	different_language	English langauge	English
caaa08af29cda5da5afd916f2805a921	28918	spontaneous-speech-en-28918.mp3	18468	198	Do people of different ages use technology differently?	different_language	another language	English
caaa08af29cda5da5afd916f2805a921	28915	spontaneous-speech-en-28915.mp3	10908	207	What are your thoughts on the benefits and risks of using technology?	other	another language	English
5098802e3d44fee74821c94dc7d2a1c9	20349	spontaneous-speech-en-20349.mp3	20340	221	How do banks keep your money safe?	different_language	English language	English
caaa08af29cda5da5afd916f2805a921	28938	spontaneous-speech-en-28938.mp3	8028	170	What are the schools like in your area?	different_language	another language	English
d0a735082ffc30ca01ef7d5ff4efad89	20308	spontaneous-speech-en-20308.mp3	13428	183	What kinds of sports or exercise do you like?	different_language	English language	English
5774e3cb76e3ad4370fba8ad982324c8	20250	spontaneous-speech-en-20250.mp3	8496	220	What do you think about using online banking?	other	Different language 	English
d1242ec456e1f92673c00e968d7e40ae	28607	spontaneous-speech-en-28607.mp3	3816	203	Do you drive any vehicles?	other	Too short 	English
caaa08af29cda5da5afd916f2805a921	28947	spontaneous-speech-en-28947.mp3	9216	240	How do older generations teach or engage with younger people in your society?	other	different language	English
7d1fdfc85a38a4ea03ea03f85f4710ac	8085	spontaneous-speech-en-8085.mp3	14868	196	What do you use technology for most often?	other	English language	English
caaa08af29cda5da5afd916f2805a921	28943	spontaneous-speech-en-28943.mp3	9720	155	What traditional medicines exist in your culture?	other	different language	English
caaa08af29cda5da5afd916f2805a921	28951	spontaneous-speech-en-28951.mp3	11268	172	Do schools in your country support multiple languages?	other	different language	English
caaa08af29cda5da5afd916f2805a921	28969	spontaneous-speech-en-28969.mp3	19260	222	What types of public services do you think are most important for a community?	other	not kulu	English
6504d56b742b6ca68180e542739c85ea	4575	spontaneous-speech-en-4575.mp3	33552	224	How have payments changed in your country over the last five years	other	not kuku 	English
d1242ec456e1f92673c00e968d7e40ae	28607	spontaneous-speech-en-28607.mp3	3816	203	Do you drive any vehicles?	other	one word on'y 	English
6504d56b742b6ca68180e542739c85ea	4608	spontaneous-speech-en-4608.mp3	19908	174	What do you think of school tests for young children?	other	not kuku	English
8c048326e93a94589190693897ce3456	29202	spontaneous-speech-en-29202.mp3	18540	164	Describe some foods that are healthy and nourishing 	different_language	This clip does not sound like English	English
ce26a60c6cc4728830c115ccc98aaaa7	29220	spontaneous-speech-en-29220.mp3	7236	232	What is a popular local children's book or story?	different_language	This does not sound like English.	English
caaa08af29cda5da5afd916f2805a921	28905	spontaneous-speech-en-28905.mp3	7920	223	What are the main reasons people in your community move to other places?	different_language		English
caaa08af29cda5da5afd916f2805a921	28910	spontaneous-speech-en-28910.mp3	11376	204	What technology do you worry about?	different_language		English
8c048326e93a94589190693897ce3456	29216	spontaneous-speech-en-29216.mp3	18576	161	What clothes do you like to wear?	different_language		English
6504d56b742b6ca68180e542739c85ea	4493	spontaneous-speech-en-4493.mp3	23688	139	What job would you most like to have and why?	different_language		English
ce26a60c6cc4728830c115ccc98aaaa7	29253	spontaneous-speech-en-29253.mp3	11772	169	How do people vote in your country?	different_language		English
caaa08af29cda5da5afd916f2805a921	28915	spontaneous-speech-en-28915.mp3	10908	207	What are your thoughts on the benefits and risks of using technology?	different_language	Sorry I don't recognise the language	English
8c048326e93a94589190693897ce3456	29177	spontaneous-speech-en-29177.mp3	19368	173	How can we make sure students in schools are kind to each other?	different_language		English
caaa08af29cda5da5afd916f2805a921	28880	spontaneous-speech-en-28880.mp3	18036	217	What challenges do entrepreneurs face when starting a business in your region?	different_language		English
d1242ec456e1f92673c00e968d7e40ae	28499	spontaneous-speech-en-28499.mp3	6300	172	Do schools in your country support multiple languages?	different_language		English
d1242ec456e1f92673c00e968d7e40ae	28651	spontaneous-speech-en-28651.mp3	6588	164	Describe some foods that are healthy and nourishing 	different_language	Might be Japanese	English
8c048326e93a94589190693897ce3456	29259	spontaneous-speech-en-29259.mp3	17208	147	Describe a moment when you felt great joy. What made this experience so special?	different_language	Not English and too long	English
ce26a60c6cc4728830c115ccc98aaaa7	29090	spontaneous-speech-en-29090.mp3	7164	153	How do you relax and keep your mind healthy?	different_language		English
ce26a60c6cc4728830c115ccc98aaaa7	29195	spontaneous-speech-en-29195.mp3	19080	164	Describe some foods that are healthy and nourishing 	different_language		English
caaa08af29cda5da5afd916f2805a921	28904	spontaneous-speech-en-28904.mp3	7380	148	What do you do to mark your birthday?	different_language		English
8c048326e93a94589190693897ce3456	29301	spontaneous-speech-en-29301.mp3	19836	235	What is a well-known story in your culture that you like?	different_language		English
4dcae38ee11d3a6606cc6cd636a3628b	57	spontaneous-speech-en-57.mp3	9864	155	What traditional medicines exist in your culture?	different_language		English
8c048326e93a94589190693897ce3456	29034	spontaneous-speech-en-29034.mp3	21600	226	Who is your favourite celebrity or actor?	different_language		English
6504d56b742b6ca68180e542739c85ea	4524	spontaneous-speech-en-4524.mp3	26892	186	Do you prefer to be indoors or outdoors? Why?	different_language		English
caaa08af29cda5da5afd916f2805a921	28945	spontaneous-speech-en-28945.mp3	5760	126	What kinds of plants or flowers have you seen this week?	different_language		English
d61dfa8687c5e5b0d0a9ab598550b381	28602	spontaneous-speech-en-28602.mp3	15696	204	What technology do you worry about?	different_language		English
ce26a60c6cc4728830c115ccc98aaaa7	29181	spontaneous-speech-en-29181.mp3	6012	228	What genre of music is your favourite?	different_language	Doesn't sound like English.	English
d1242ec456e1f92673c00e968d7e40ae	28430	spontaneous-speech-en-28430.mp3	20376	152	How do you take care of your body and health?	different_language	Doesn't sound like English.	English
8c048326e93a94589190693897ce3456	29139	spontaneous-speech-en-29139.mp3	7956	229	Who is your favourite musician, singer, or songwriter?	different_language		English
ce26a60c6cc4728830c115ccc98aaaa7	29273	spontaneous-speech-en-29273.mp3	17820	137	What advice would you give a friend who is away from home and missing their family?	different_language		English
8c048326e93a94589190693897ce3456	29060	spontaneous-speech-en-29060.mp3	14040	139	What job would you most like to have and why?	different_language		English
d1242ec456e1f92673c00e968d7e40ae	28749	spontaneous-speech-en-28749.mp3	4500	232	What is a popular local children's book or story?	different_language		English
51c320e4e7b185e51ca7169c82f48def	63121	spontaneous-speech-en-63121.mp3	4032	234	What local artist or craftsperson do you admire?	other		English
d1242ec456e1f92673c00e968d7e40ae	28676	spontaneous-speech-en-28676.mp3	6408	204	What technology do you worry about?	different_language		English
d1242ec456e1f92673c00e968d7e40ae	28722	spontaneous-speech-en-28722.mp3	9648	199	What do you wish you could use technology for?	different_language		English
5774e3cb76e3ad4370fba8ad982324c8	20220	spontaneous-speech-en-20220.mp3	18648	180	What kinds of documents do you need to move around within your country, or to neighbouring countries?	other		English
d1242ec456e1f92673c00e968d7e40ae	28744	spontaneous-speech-en-28744.mp3	3096	213	Is it easy to start a business in your country?	other		English
ce26a60c6cc4728830c115ccc98aaaa7	29157	spontaneous-speech-en-29157.mp3	7020	221	How do banks keep your money safe?	different_language		English
ce26a60c6cc4728830c115ccc98aaaa7	29044	spontaneous-speech-en-29044.mp3	10368	171	How can schools and parents help each other educate children?	different_language		English
d1242ec456e1f92673c00e968d7e40ae	28518	spontaneous-speech-en-28518.mp3	9828	239	What are some traditional games or activities children play in your community?	different_language		English
d1242ec456e1f92673c00e968d7e40ae	28631	spontaneous-speech-en-28631.mp3	5580	123	What is the climate like where you live?	different_language		English
ce26a60c6cc4728830c115ccc98aaaa7	29135	spontaneous-speech-en-29135.mp3	6624	179	What kinds of migration do you have in your country?	different_language	Not english	English
8c048326e93a94589190693897ce3456	29198	spontaneous-speech-en-29198.mp3	23940	212	How do you try and save money in your family?	different_language		English
caaa08af29cda5da5afd916f2805a921	28937	spontaneous-speech-en-28937.mp3	4680	131	What are the clouds like where you live?	different_language	The initial display is a pause button, not a play button, which makes me think the clip is playing and my speakers aren't working.	English
ce26a60c6cc4728830c115ccc98aaaa7	29266	spontaneous-speech-en-29266.mp3	7164	158	What one thing do you wish you did more of to stay healthy?	different_language		English
caaa08af29cda5da5afd916f2805a921	28986	spontaneous-speech-en-28986.mp3	9288	214	Does your government have strong welfare programmes?	different_language		English
caaa08af29cda5da5afd916f2805a921	28948	spontaneous-speech-en-28948.mp3	19476	151	Describe how to cook or prepare your favourite meal.	different_language		English
d1242ec456e1f92673c00e968d7e40ae	28551	spontaneous-speech-en-28551.mp3	13860	141	What is your biggest hope for the future?	different_language		English
d1242ec456e1f92673c00e968d7e40ae	28729	spontaneous-speech-en-28729.mp3	3780	128	Do you know any names for the stars and constellations?	different_language	same lady in the same not-english as last time.	English
d54a8d313fd555b408780be30d4e6163	41919	spontaneous-speech-en-41919.mp3	10908	158	What one thing do you wish you did more of to stay healthy?	different_language		English
8c048326e93a94589190693897ce3456	29225	spontaneous-speech-en-29225.mp3	17748	171	How can schools and parents help each other educate children?	different_language		English
caaa08af29cda5da5afd916f2805a921	28978	spontaneous-speech-en-28978.mp3	13716	212	How do you try and save money in your family?	different_language	at least half of these clips are not english.	English
caaa08af29cda5da5afd916f2805a921	28892	spontaneous-speech-en-28892.mp3	12780	177	How would you go about finding a lawyer in your country?	different_language		English
8c048326e93a94589190693897ce3456	29307	spontaneous-speech-en-29307.mp3	11808	122	What types of plants do you see most often?	different_language		English
ce26a60c6cc4728830c115ccc98aaaa7	29065	spontaneous-speech-en-29065.mp3	10692	200	What concerns do you have about mobile phones?	different_language		English
8c048326e93a94589190693897ce3456	29222	spontaneous-speech-en-29222.mp3	13176	168	What was your favourite subject in school and why?	different_language		English
ce26a60c6cc4728830c115ccc98aaaa7	29133	spontaneous-speech-en-29133.mp3	8748	213	Is it easy to start a business in your country?	different_language		English
6504d56b742b6ca68180e542739c85ea	4608	spontaneous-speech-en-4608.mp3	19908	174	What do you think of school tests for young children?	different_language		English
8c048326e93a94589190693897ce3456	29315	spontaneous-speech-en-29315.mp3	17316	153	How do you relax and keep your mind healthy?	different_language		English
8c048326e93a94589190693897ce3456	29165	spontaneous-speech-en-29165.mp3	19188	149	Describe how a teacher, mentor or relative has shaped your life?	different_language	same guy in not-english with beeps as last time.	English
8c048326e93a94589190693897ce3456	29062	spontaneous-speech-en-29062.mp3	15768	192	Describe a creative activity or project that you've ever worked on	different_language		English
caaa08af29cda5da5afd916f2805a921	28941	spontaneous-speech-en-28941.mp3	11880	237	Who is a famous historical figure or legend from your country?	different_language		English
8c048326e93a94589190693897ce3456	29238	spontaneous-speech-en-29238.mp3	13140	186	Do you prefer to be indoors or outdoors? Why?	different_language		English
ce26a60c6cc4728830c115ccc98aaaa7	29172	spontaneous-speech-en-29172.mp3	17748	229	Who is your favourite musician, singer, or songwriter?	different_language		English
caaa08af29cda5da5afd916f2805a921	28882	spontaneous-speech-en-28882.mp3	12240	226	Who is your favourite celebrity or actor?	different_language		English
ce26a60c6cc4728830c115ccc98aaaa7	29233	spontaneous-speech-en-29233.mp3	8316	146	Does your family tell stories about their history?	different_language		English
caaa08af29cda5da5afd916f2805a921	28914	spontaneous-speech-en-28914.mp3	10656	227	Describe your favourite movie, TV show, or play?	different_language		English
ce26a60c6cc4728830c115ccc98aaaa7	29160	spontaneous-speech-en-29160.mp3	4284	130	Why do you think the sky is blue?	different_language		English
caaa08af29cda5da5afd916f2805a921	28946	spontaneous-speech-en-28946.mp3	8820	174	What do you think of school tests for young children?	different_language		English
d1242ec456e1f92673c00e968d7e40ae	28710	spontaneous-speech-en-28710.mp3	17928	240	How do older generations teach or engage with younger people in your society?	different_language		English
6504d56b742b6ca68180e542739c85ea	4556	spontaneous-speech-en-4556.mp3	21960	128	Do you know any names for the stars and constellations?	different_language		English
ce26a60c6cc4728830c115ccc98aaaa7	29150	spontaneous-speech-en-29150.mp3	6444	126	What kinds of plants or flowers have you seen this week?	different_language		English
caaa08af29cda5da5afd916f2805a921	28926	spontaneous-speech-en-28926.mp3	10188	215	How can society help people in need?	different_language		English
ce26a60c6cc4728830c115ccc98aaaa7	29278	spontaneous-speech-en-29278.mp3	23760	186	Do you prefer to be indoors or outdoors? Why?	different_language		English
8c048326e93a94589190693897ce3456	29056	spontaneous-speech-en-29056.mp3	18468	178	What responsibilities do elected officials have to their communities?	different_language		English
caaa08af29cda5da5afd916f2805a921	28973	spontaneous-speech-en-28973.mp3	12780	153	How do you relax and keep your mind healthy?	different_language		English
d1242ec456e1f92673c00e968d7e40ae	28429	spontaneous-speech-en-28429.mp3	16848	155	What traditional medicines exist in your culture?	different_language		English
caaa08af29cda5da5afd916f2805a921	28886	spontaneous-speech-en-28886.mp3	1656	125	What kinds of pets are common in your community?	different_language	More than 70% appears to be in a wrong language 	English
caaa08af29cda5da5afd916f2805a921	28975	spontaneous-speech-en-28975.mp3	4536	229	Who is your favourite musician, singer, or songwriter?	different_language		English
d1242ec456e1f92673c00e968d7e40ae	28674	spontaneous-speech-en-28674.mp3	8028	166	Describe how to book a doctor's appointment in your country.	different_language		English
d1242ec456e1f92673c00e968d7e40ae	28627	spontaneous-speech-en-28627.mp3	7128	139	What job would you most like to have and why?	different_language		English
d1242ec456e1f92673c00e968d7e40ae	28698	spontaneous-speech-en-28698.mp3	4680	134	What do you think about climate change?	different_language	Not Enlgish	English
ce26a60c6cc4728830c115ccc98aaaa7	29286	spontaneous-speech-en-29286.mp3	22248	207	What are your thoughts on the benefits and risks of using technology?	different_language		English
d1242ec456e1f92673c00e968d7e40ae	28454	spontaneous-speech-en-28454.mp3	25236	184	How do you feel about swimming? Why?	different_language		English
8c048326e93a94589190693897ce3456	29032	spontaneous-speech-en-29032.mp3	16128	172	Do schools in your country support multiple languages?	different_language		English
8c048326e93a94589190693897ce3456	29309	spontaneous-speech-en-29309.mp3	20736	197	How often do you use a mobile phone?	different_language		English
d1242ec456e1f92673c00e968d7e40ae	28458	spontaneous-speech-en-28458.mp3	16200	223	What are the main reasons people in your community move to other places?	different_language		English
caaa08af29cda5da5afd916f2805a921	28977	spontaneous-speech-en-28977.mp3	10188	154	Why is it impportant to wash your hands regularly?	different_language		English
8c048326e93a94589190693897ce3456	29117	spontaneous-speech-en-29117.mp3	31140	135	Has the weather changed in your country over the last 10 years?	different_language		English
8c048326e93a94589190693897ce3456	29289	spontaneous-speech-en-29289.mp3	11448	185	How do you feel about long walks? Why?	different_language		English
8c048326e93a94589190693897ce3456	29092	spontaneous-speech-en-29092.mp3	26388	207	What are your thoughts on the benefits and risks of using technology?	different_language		English
ce26a60c6cc4728830c115ccc98aaaa7	29059	spontaneous-speech-en-29059.mp3	3816	150	Is there a place that is sacred or special to your or your family?	different_language		English
d1242ec456e1f92673c00e968d7e40ae	28441	spontaneous-speech-en-28441.mp3	21528	217	What challenges do entrepreneurs face when starting a business in your region?	different_language	not english	English
8c048326e93a94589190693897ce3456	29305	spontaneous-speech-en-29305.mp3	22356	216	What kinds of businesses do you wish your community had more of?	different_language	not english	English
6504d56b742b6ca68180e542739c85ea	4528	spontaneous-speech-en-4528.mp3	16344	229	Who is your favourite musician, singer, or songwriter?	different_language		English
d1242ec456e1f92673c00e968d7e40ae	28493	spontaneous-speech-en-28493.mp3	16236	154	Why is it impportant to wash your hands regularly?	different_language		English
d1242ec456e1f92673c00e968d7e40ae	28485	spontaneous-speech-en-28485.mp3	8316	131	What are the clouds like where you live?	different_language		English
ce26a60c6cc4728830c115ccc98aaaa7	29248	spontaneous-speech-en-29248.mp3	14400	133	Describe any plants you have grown or harvested	different_language		English
ce26a60c6cc4728830c115ccc98aaaa7	29033	spontaneous-speech-en-29033.mp3	10224	235	What is a well-known story in your culture that you like?	different_language		English
caaa08af29cda5da5afd916f2805a921	28898	spontaneous-speech-en-28898.mp3	14256	147	Describe a moment when you felt great joy. What made this experience so special?	different_language		English
d1242ec456e1f92673c00e968d7e40ae	28403	spontaneous-speech-en-28403.mp3	12780	195	Describe a board game, video games or card game that you've played	different_language		English
